sicaklik,mq7,mq135,toz,event_label
23.06,0.003752,0.31972,0.260456,0
21.82,0.04816,1.079255,1.901975,2
20.9,0.037024,0.788556,1.729114,2
26.34,0.020906,0.55821,0.196649,4
25.09,0.004302,2.527799,5.075374,1
26.94,0.015208,0.842806,0.263523,4
21.99,0.005837,0.20548,0.240952,0
23.38,0.004521,3.642929,5.566555,1
25.17,0.020189,0.567691,0.242618,4
22.08,0.027174,1.306136,1.62371,2
23.21,0.003481,0.610759,0.165727,3
25.45,0.015739,0.586789,0.161047,4
21.35,0.005974,0.281853,0.192965,0
25.3,0.019667,0.599973,0.255239,4
22.73,0.042235,1.109663,1.443901,2
22.7,0.004513,3.069128,2.713963,1
23.31,0.003798,0.17805,0.146241,0
23.25,0.002918,0.712919,0.195992,3
23.02,0.00408,3.609813,4.559572,1
21.03,0.003994,0.253853,0.214454,0
23.76,0.00485,0.248703,0.252411,0
21.75,0.005411,0.145076,0.215909,0
22.32,0.025096,0.628931,1.949802,2
22.64,0.005321,2.223747,5.776416,1
21.68,0.005193,3.468138,4.221135,1
25.17,0.028566,0.781823,0.274413,4
23.4,0.004664,2.643527,5.455538,1
23.79,0.003316,0.284166,0.232998,0
19.95,0.005471,2.401285,4.468467,1
24.99,0.011739,0.793195,0.201252,4
20.57,0.005549,3.088007,4.554872,1
22.45,0.004976,1.077056,0.255921,3
24.73,0.004159,0.103031,0.212267,0
24.59,0.006641,0.671881,0.206464,3
21.98,0.004226,0.178935,0.22523,0
22.33,0.005805,0.19571,0.199314,0
24.42,0.0228,0.97364,0.257188,4
22.03,0.005423,1.105587,0.146656,3
22.13,0.046201,1.300488,1.629867,2
21.71,0.005489,1.646019,5.664449,1
21.87,0.044539,1.317736,1.244442,2
24.24,0.003053,1.032213,0.125328,3
26.69,0.014702,0.607503,0.231687,4
21.3,0.005576,3.579739,2.545416,1
21.95,0.00601,1.168305,2.330812,1
25.1,0.025736,0.786223,0.190968,4
20.79,0.006435,0.260632,0.186912,0
22.35,0.003474,2.730025,5.543709,1
23.18,0.005502,0.619246,0.18086,3
26.85,0.023873,0.985086,0.213196,4
28.38,0.029598,0.916884,0.233432,4
24.15,0.028909,0.871448,0.275071,4
25.12,0.021093,0.654872,0.237662,4
22.16,0.005643,1.113221,0.186035,3
20.21,0.005486,0.217982,0.170767,0
22.52,0.033105,0.856877,1.219372,2
21.23,0.035265,1.226421,1.586465,2
22.33,0.004327,2.952973,2.304512,1
21.8,0.033933,0.562247,0.970214,2
22.47,0.023135,1.220392,1.34715,2
23.0,0.04428,0.815842,1.59761,2
21.69,0.004656,0.223172,0.197558,0
23.43,0.005059,0.661175,0.167349,3
26.3,0.027848,0.636433,0.235994,4
19.89,0.006163,0.209678,0.23671,0
21.49,0.006254,0.144564,0.188136,0
22.44,0.005047,0.084849,0.251059,0
22.25,0.02692,0.62012,0.858751,2
24.14,0.016446,0.956636,0.190288,4
26.33,0.020253,0.59427,0.193785,4
25.77,0.021031,0.530894,0.21044,4
22.02,0.03789,1.122534,1.134964,2
23.64,0.004913,2.979465,2.772211,1
22.34,0.042416,0.521529,1.548198,2
21.2,0.035535,0.941795,1.024071,2
20.87,0.037294,0.563318,1.462148,2
23.13,0.006072,1.151741,0.207211,3
24.18,0.00637,0.996408,0.219426,3
23.68,0.006887,0.624008,0.182096,3
21.46,0.003229,2.408763,4.580666,1
22.07,0.049594,0.766931,1.568457,2
21.46,0.003705,0.23301,0.240456,0
21.33,0.005444,1.16394,3.77112,1
22.43,0.034302,1.174026,0.844284,2
24.26,0.027833,0.577828,0.266851,4
21.99,0.006316,0.672118,0.149196,3
22.52,0.00518,2.743027,3.787143,1
23.38,0.005653,1.173022,0.126007,3
22.46,0.046285,0.688194,1.680156,2
25.54,0.015865,0.716482,0.201257,4
22.76,0.004571,2.985196,4.686318,1
22.74,0.004187,0.262398,0.179295,0
22.91,0.005762,0.218916,0.190873,0
22.22,0.005693,0.214136,0.171993,0
20.99,0.003616,0.163245,0.147612,0
24.03,0.004118,0.809025,0.157,3
21.74,0.003331,0.194471,0.271036,0
23.36,0.005515,1.174762,0.162736,3
26.76,0.023259,0.876308,0.254084,4
21.68,0.006151,0.145675,0.218252,0
24.4,0.003771,0.64388,0.168268,3
26.44,0.004929,1.038715,0.193431,3
21.87,0.00564,0.21536,0.18947,0
24.32,0.028404,0.655316,0.192937,4
24.79,0.005877,0.982191,0.113405,3
21.68,0.02452,1.080015,1.957445,2
23.16,0.0055,0.21481,0.331013,0
20.72,0.030968,1.303238,1.978155,2
26.46,0.028951,0.682676,0.150104,4
24.27,0.033089,1.225441,0.911493,2
24.86,0.003007,0.975378,0.242398,3
21.26,0.004603,1.243764,2.109916,1
22.19,0.00308,2.304533,4.531781,1
28.31,0.012144,0.89857,0.153824,4
26.52,0.021336,0.813781,0.194367,4
22.74,0.005609,0.724598,0.244461,3
23.57,0.004907,2.825121,5.634979,1
22.31,0.005643,0.184248,0.205405,0
22.27,0.006176,0.607822,0.225162,3
25.82,0.020195,0.89578,0.244228,4
23.36,0.042419,0.755764,1.316111,2
22.06,0.034129,0.616605,0.891443,2
20.84,0.049357,1.216435,1.054305,2
22.77,0.029202,0.924847,0.193224,4
23.14,0.003747,0.942253,0.184798,3
21.39,0.027893,1.450762,1.09065,2
21.95,0.006228,1.573296,3.626864,1
24.2,0.02411,0.632389,0.238931,4
23.9,0.004895,0.201633,0.17463,0
26.13,0.015264,0.506738,0.15351,4
22.26,0.004203,3.990987,5.202174,1
24.74,0.01205,0.707742,0.207089,4
25.04,0.025615,0.841488,0.158785,4
23.5,0.005075,0.618515,0.278493,3
21.6,0.004385,3.656191,4.371964,1
22.58,0.006222,2.519849,5.18863,1
22.4,0.003641,0.288803,0.253953,0
21.47,0.004106,3.608999,3.954485,1
20.46,0.025366,1.397666,1.861409,2
23.06,0.004562,1.627746,5.901545,1
22.54,0.004625,0.166924,0.178977,0
22.03,0.005848,0.141369,0.142356,0
25.32,0.005012,0.896258,0.111054,3
23.95,0.01158,0.624991,0.193489,4
22.01,0.046767,1.145814,1.336563,2
19.9,0.003651,0.18297,0.195302,0
26.15,0.015072,0.886843,0.175481,4
22.64,0.004629,3.551511,5.17127,1
22.17,0.005307,1.792372,2.489708,1
26.9,0.013069,0.904251,0.204191,4
22.49,0.026901,0.670807,1.977113,2
21.81,0.005617,2.498522,2.424123,1
23.42,0.014332,0.785191,0.257709,4
20.42,0.03029,0.682887,1.798911,2
22.21,0.006647,3.605923,2.695451,1
24.19,0.010188,0.795762,0.288909,4
23.87,0.026082,1.10538,1.778944,2
23.3,0.004352,0.252692,0.219509,0
23.84,0.02324,0.791269,1.423133,2
21.52,0.030307,0.729938,1.327798,2
23.24,0.005111,0.200791,0.218553,0
22.49,0.004505,0.652353,0.192695,3
22.07,0.004656,0.19456,0.286074,0
22.15,0.004807,3.029582,3.524536,1
23.94,0.018357,0.838591,0.200033,4
20.07,0.00406,3.459704,4.36676,1
24.77,0.016879,0.811481,0.172835,4
22.78,0.004164,0.181487,0.145795,0
21.36,0.047937,1.331184,1.159409,2
27.75,0.018187,0.560949,0.247347,4
22.71,0.003678,3.459899,2.130396,1
21.58,0.005647,3.466252,3.789327,1
21.62,0.031759,1.364853,0.940575,2
24.94,0.022056,0.830031,0.223544,4
21.06,0.005648,0.167838,0.237206,0
20.52,0.049494,1.026445,1.319123,2
21.98,0.004849,2.663379,4.513852,1
27.86,0.010606,0.64533,0.238352,4
25.61,0.004595,0.741784,0.253968,3
22.91,0.003195,1.851928,3.084835,1
25.75,0.024289,0.931856,0.191702,4
21.37,0.00371,0.163467,0.143474,0
22.53,0.006417,0.710352,0.160162,3
21.78,0.004973,0.262485,0.122629,0
26.87,0.023402,0.593935,0.19331,4
22.42,0.007454,1.184854,0.239777,3
24.81,0.005399,0.879082,0.184505,3
23.29,0.035665,1.051938,1.182068,2
23.79,0.018645,0.600452,0.217141,4
22.99,0.006487,0.208912,0.24977,0
20.29,0.006006,0.257417,0.199928,0
27.56,0.023179,0.661637,0.19876,4
27.16,0.023282,0.84057,0.23535,4
23.07,0.041195,0.646128,1.305451,2
22.0,0.004096,0.16282,0.199469,0
20.88,0.008685,3.009052,3.228761,1
28.12,0.02514,0.75557,0.204716,4
20.86,0.038976,0.590242,1.950528,2
21.95,0.028228,0.778542,1.989128,2
22.25,0.005335,2.022545,5.429434,1
20.06,0.005781,2.247309,2.252864,1
22.76,0.0055,1.600793,3.800021,1
25.15,0.036196,0.978779,1.294394,2
27.18,0.02007,0.513324,0.140456,4
22.8,0.048875,0.721575,1.63698,2
23.13,0.004542,1.106227,0.193352,3
22.85,0.003558,1.833829,3.258578,1
24.28,0.003426,1.198657,0.217484,3
23.76,0.004291,0.643992,0.201779,3
23.06,0.006903,2.367592,3.315537,1
24.11,0.004591,2.279779,4.306077,1
27.18,0.020134,0.734412,0.199218,4
21.48,0.005502,0.143818,0.22412,0
25.89,0.020198,0.738363,0.235526,4
20.85,0.036069,0.596522,1.432571,2
21.04,0.006346,0.193418,0.135695,0
21.43,0.00502,2.906663,4.826176,1
23.68,0.005075,1.118811,0.242369,3
21.53,0.004086,1.58292,4.842454,1
20.58,0.003625,1.836537,3.407838,1
22.8,0.005691,0.354965,0.294261,0
22.93,0.004216,2.197461,3.550032,1
20.86,0.004614,0.205645,0.22907,0
22.49,0.004502,0.252687,0.182915,0
26.12,0.00544,1.196844,0.293675,3
21.67,0.005696,1.575863,5.452431,1
21.59,0.033262,1.452635,0.923454,2
22.89,0.004369,0.172036,0.204224,0
20.33,0.033814,1.071053,1.340222,2
25.83,0.017352,0.891717,0.186196,4
21.69,0.04463,1.091765,1.713867,2
21.99,0.033182,0.749573,1.120755,2
23.32,0.005065,0.198687,0.203449,0
23.09,0.022629,0.961917,0.940539,2
27.01,0.010788,0.553026,0.216324,4
22.88,0.004609,2.887565,4.992458,1
24.05,0.006033,0.979278,0.128214,3
22.18,0.006374,0.222919,0.201913,0
24.13,0.00411,1.098991,0.145191,3
23.45,0.005772,1.135743,0.233994,3
21.62,0.006239,3.141234,2.88297,1
21.97,0.004617,3.118176,4.306184,1
24.61,0.005656,0.768456,0.247653,3
22.21,0.005299,0.139623,0.25374,0
25.87,0.020011,0.79062,0.243014,4
21.5,0.005183,0.176298,0.153207,0
20.92,0.035213,0.604234,1.295858,2
21.25,0.030255,1.297791,1.664791,2
23.89,0.004589,1.48827,5.149038,1
21.31,0.005832,0.23368,0.228647,0
21.48,0.021567,0.869305,1.495107,2
25.9,0.024931,0.923689,0.145159,4
22.61,0.003463,0.23606,0.218401,0
27.21,0.026761,0.867396,0.176372,4
24.77,0.010138,0.685365,0.184893,4
23.6,0.00513,0.647213,0.258232,3
22.96,0.003846,0.240285,0.184405,0
23.67,0.024149,0.995748,0.212859,4
22.63,0.003711,0.919588,0.237477,3
23.03,0.029534,0.935094,1.15376,2
21.49,0.006233,0.206476,0.193984,0
22.2,0.003814,3.626936,3.204062,1
21.53,0.004645,2.014873,4.029391,1
24.37,0.006109,0.243209,0.161029,0
24.6,0.00481,1.122301,0.214576,3
24.8,0.003859,1.158828,0.203356,3
21.46,0.00535,3.556729,4.764053,1
22.34,0.003902,2.411185,4.282117,1
26.25,0.005591,0.982849,0.17597,3
22.23,0.049111,1.416839,1.847849,2
21.92,0.00663,0.137147,0.223276,0
21.78,0.034887,0.724711,0.968188,2
22.48,0.00654,2.058419,3.572475,1
24.46,0.022076,0.754497,0.160963,4
23.47,0.003647,1.043764,0.139329,3
24.15,0.006062,0.757831,0.187759,3
21.41,0.004314,0.246677,0.206418,0
23.08,0.024942,0.843037,1.068117,2
21.33,0.004037,1.13655,3.371345,1
24.93,0.005545,0.781771,0.201792,3
19.01,0.047049,1.108767,0.800734,2
21.71,0.049832,0.701764,1.13024,2
23.96,0.026398,0.887722,0.241852,4
26.44,0.017289,0.85504,0.213393,4
24.04,0.004493,0.701487,0.163473,3
22.18,0.005545,1.224608,3.734453,1
21.57,0.004932,0.12666,0.152853,0
21.67,0.004005,0.280047,0.194056,0
27.87,0.01293,0.775689,0.258633,4
23.43,0.004645,0.267741,0.204265,0
21.88,0.005163,2.765724,5.116891,1
23.05,0.006914,1.244268,5.485608,1
22.28,0.004275,0.172311,0.228672,0
21.57,0.005736,0.210508,0.132265,0
21.69,0.003991,1.017581,4.912084,1
23.57,0.004959,1.027449,0.197294,3
26.6,0.006789,1.090009,0.158607,3
26.4,0.02138,0.734652,0.260955,4
23.89,0.024945,0.738749,0.185781,4
24.54,0.004355,0.712599,0.221206,3
23.26,0.005383,0.228906,0.295617,0
22.64,0.005589,2.372786,4.588245,1
26.76,0.024969,0.523196,0.171312,4
22.02,0.004394,1.293025,5.15491,1
25.62,0.021958,0.92849,0.189062,4
21.48,0.00581,0.113894,0.171065,0
19.41,0.005526,1.19798,2.161379,1
24.22,0.005859,0.706973,0.157506,3
21.62,0.004636,3.720245,4.295862,1
22.49,0.004988,2.915366,3.341088,1
23.3,0.00593,0.194965,0.19794,0
25.28,0.029502,0.673757,0.215255,4
20.46,0.028478,1.070486,1.717184,2
22.42,0.004556,0.795364,0.153593,3
26.52,0.018379,0.71017,0.17382,4
20.97,0.003746,3.347183,4.669978,1
19.82,0.003519,3.093872,5.822931,1
21.85,0.005331,0.184225,0.191093,0
21.53,0.032178,0.524498,1.802419,2
22.71,0.042109,0.661659,1.88793,2
25.4,0.01896,0.912992,0.121725,4
27.65,0.020145,0.630888,0.197564,4
25.35,0.023167,0.505437,0.14103,4
21.64,0.023343,1.407455,1.966148,2
20.93,0.006838,2.876803,5.483336,1
23.43,0.006476,3.358279,5.302138,1
24.32,0.010605,0.57385,0.130652,4
26.31,0.011132,0.765323,0.225163,4
22.19,0.005506,0.190802,0.195554,0
22.7,0.007172,0.672525,0.268525,3
22.25,0.045336,0.859469,1.670672,2
20.41,0.007423,2.884155,5.94059,1
25.28,0.004744,0.691197,0.200357,3
25.28,0.005564,0.71307,0.23629,3
25.1,0.0243,0.757512,0.219698,4
21.31,0.003899,3.091291,3.307744,1
21.36,0.044664,1.262343,1.971644,2
21.92,0.03965,0.5475,1.02603,2
21.76,0.005915,0.208415,0.155414,0
25.78,0.014887,0.554266,0.243806,4
27.31,0.024755,0.724077,0.197028,4
22.17,0.004592,0.213208,0.28789,0
23.09,0.007757,0.170078,0.190008,0
23.59,0.037426,0.535519,1.895061,2
22.85,0.003629,0.203489,0.174128,0
25.52,0.005957,1.085703,0.12838,3
23.3,0.035978,1.485656,1.39504,2
23.62,0.006601,0.173451,0.217811,0
22.42,0.005918,0.186454,0.257581,0
24.58,0.015494,0.898068,0.19753,4
22.68,0.038132,0.865824,1.269541,2
21.71,0.021634,1.081012,1.967894,2
22.52,0.0042,0.175953,0.149807,0
25.83,0.017959,0.891561,0.23722,4
23.75,0.002569,0.800798,0.187133,3
25.83,0.026663,0.577418,0.224608,4
22.9,0.003887,0.878147,0.170439,3
25.05,0.023656,0.874098,0.202819,4
22.61,0.005763,0.199168,0.235416,0
21.36,0.004802,3.770417,3.393743,1
27.37,0.023051,0.760006,0.162209,4
19.86,0.00511,0.26359,0.149796,0
23.91,0.006015,0.824835,0.153804,3
20.7,0.04266,1.4612,1.351536,2
22.89,0.003613,0.226485,0.236252,0
20.43,0.004884,0.214826,0.215179,0
24.53,0.005411,0.869578,0.195387,3
22.36,0.004237,1.284299,4.299254,1
24.89,0.018047,0.98895,0.241069,4
26.35,0.011767,0.745194,0.298039,4
27.25,0.025896,0.504004,0.179814,4
26.39,0.018744,0.931019,0.207483,4
25.9,0.010831,0.90466,0.253136,4
26.13,0.011994,0.613966,0.280509,4
26.62,0.02452,0.571719,0.203666,4
22.96,0.006862,0.131512,0.176788,0
22.17,0.028025,0.719805,0.958602,2
22.64,0.026826,0.702925,0.129476,4
23.59,0.003684,1.051587,0.251551,3
21.97,0.00403,0.234101,0.19657,0
22.9,0.004096,1.090804,0.197406,3
23.53,0.005826,2.983805,2.117234,1
22.22,0.00615,3.300355,3.668716,1
24.22,0.028178,0.971114,0.182775,4
21.18,0.005965,0.187303,0.246749,0
23.39,0.004388,0.685459,0.111426,3
22.85,0.00547,0.882446,0.225868,3
25.06,0.021437,0.720132,0.159715,4
26.82,0.013811,0.785937,0.160217,4
21.66,0.004129,0.262923,0.253043,0
22.8,0.004409,1.451526,5.153489,1
26.35,0.026188,0.594679,0.274431,4
25.58,0.023419,0.706861,0.206684,4
21.72,0.032581,0.651115,1.700607,2
27.2,0.029285,0.731811,0.134218,4
19.82,0.004399,1.157151,5.633654,1
21.47,0.0425,1.021489,1.667061,2
21.32,0.004399,0.279416,0.136697,0
26.62,0.014182,0.611055,0.123859,4
22.02,0.005108,2.272923,2.865499,1
22.34,0.004198,0.250768,0.132073,0
21.36,0.005832,3.748262,2.435364,1
24.49,0.004374,0.615255,0.16852,3
21.05,0.005486,3.525533,2.263322,1
22.39,0.005265,1.10605,0.20595,3
24.8,0.005237,0.680187,0.201197,3
24.47,0.005327,0.606023,0.213344,3
23.65,0.005642,0.663665,0.188315,3
22.04,0.045654,0.6671,0.973981,2
21.67,0.004341,0.85885,0.159196,3
26.35,0.02075,0.727001,0.248862,4
21.26,0.005972,1.292288,5.900037,1
22.37,0.004419,2.954468,5.116144,1
21.65,0.033949,1.028272,1.34777,2
21.78,0.042835,0.539037,1.407192,2
21.99,0.006388,2.328565,2.19425,1
21.09,0.045455,1.285055,1.887092,2
21.22,0.003918,1.608056,2.700812,1
24.45,0.005184,0.828473,0.278117,3
25.16,0.026762,0.535395,0.224191,4
23.73,0.005711,2.472079,2.314936,1
23.85,0.005163,3.004524,2.295441,1
20.25,0.030292,0.72249,1.506091,2
21.9,0.029049,1.102041,1.677379,2
25.63,0.004041,0.694873,0.119725,3
25.08,0.004203,0.89371,0.125543,3
22.31,0.006119,3.697364,3.597452,1
23.65,0.0044,1.03135,0.212992,3
23.29,0.004786,0.301762,0.228056,0
20.9,0.006706,0.283014,0.160683,0
25.91,0.023343,0.542718,0.201184,4
22.62,0.028395,0.928675,1.929133,2
23.88,0.00472,0.122707,0.145745,0
24.8,0.026653,0.876802,0.137969,4
22.21,0.005992,2.328229,2.197065,1
23.34,0.006567,1.574481,3.012028,1
21.31,0.005011,0.206957,0.190474,0
22.49,0.00491,3.323725,4.65859,1
24.28,0.021567,0.940911,1.644174,2
24.95,0.005102,0.936891,0.191648,3
23.12,0.004682,0.298066,0.157248,0
22.51,0.00548,1.120485,3.373671,1
22.16,0.004328,0.219208,0.185569,0
24.99,0.016861,0.859544,0.248692,4
28.13,0.013322,0.870211,0.234697,4
23.41,0.004829,0.853806,0.203236,3
21.39,0.025037,1.197006,1.733109,2
20.53,0.004833,1.503661,4.885478,1
22.84,0.004898,0.138911,0.199618,0
23.27,0.004749,0.768564,0.197579,3
19.75,0.043259,1.420404,1.711197,2
21.51,0.006111,0.21515,0.164949,0
21.0,0.005751,2.571129,5.053018,1
20.6,0.006588,0.286872,0.198476,0
23.0,0.005527,3.091224,2.017884,1
24.08,0.017176,0.783864,0.100613,4
25.85,0.005596,0.986163,0.230266,3
21.97,0.004471,2.86021,4.056572,1
21.49,0.004831,0.229777,0.152505,0
22.02,0.020617,0.507465,0.860384,2
21.76,0.003911,0.25101,0.243656,0
24.27,0.004261,3.474437,2.051849,1
23.8,0.028367,0.525819,0.300433,4
23.25,0.006015,3.49818,5.743071,1
22.72,0.004963,1.084159,0.215671,3
23.9,0.004221,0.267249,0.174667,0
22.98,0.003981,0.192314,0.170353,0
22.41,0.004133,0.110875,0.269135,0
20.73,0.035485,0.85537,0.898166,2
22.11,0.006461,0.236856,0.225146,0
21.64,0.004275,0.614189,0.188489,3
23.69,0.00586,3.507379,4.446491,1
20.15,0.005236,3.363903,5.216039,1
21.9,0.028601,0.7267,1.897997,2
24.06,0.039602,1.360642,1.080888,2
21.9,0.048581,0.635909,1.083628,2
21.14,0.03586,0.985922,1.508108,2
25.01,0.006026,0.710497,0.214044,3
19.96,0.003553,0.238411,0.169915,0
20.27,0.022142,0.815322,1.936081,2
21.09,0.045766,1.080432,1.756694,2
22.33,0.035213,0.754222,1.727729,2
22.3,0.00458,2.871845,5.840506,1
21.56,0.005571,3.741622,3.054782,1
23.69,0.005814,0.904238,0.268059,3
22.64,0.006622,0.166482,0.267074,0
23.93,0.004455,0.997638,0.268599,3
21.44,0.004454,0.125558,0.216477,0
23.82,0.012983,0.662755,0.247596,4
25.03,0.004391,0.848636,0.21777,3
23.94,0.016824,0.758089,0.234101,4
23.09,0.003122,2.412647,3.042784,1
21.52,0.022287,1.462083,1.901567,2
21.77,0.047491,1.344911,1.616001,2
22.58,0.038135,1.071055,1.457491,2
24.01,0.004785,0.800327,0.262357,3
22.06,0.005344,1.55706,2.47163,1
21.9,0.006463,0.24099,0.169851,0
22.49,0.028368,1.042099,0.867221,2
24.72,0.020276,1.437252,1.058726,2
26.7,0.011208,0.81393,0.226579,4
20.97,0.032828,1.25362,0.816134,2
22.8,0.005343,2.757091,2.622339,1
22.15,0.005185,1.609763,2.167024,1
21.48,0.036548,1.106491,1.158404,2
24.81,0.023036,0.850976,0.22456,4
20.99,0.004365,2.543743,3.132889,1
21.52,0.042094,0.64698,1.06478,2
23.15,0.010218,0.788833,0.161189,4
22.59,0.005048,0.208138,0.171126,0
23.2,0.004478,1.073355,0.18915,3
21.89,0.005596,0.245906,0.198423,0
20.89,0.020876,1.304839,0.964831,2
26.58,0.025949,0.541098,0.198468,4
22.58,0.006829,0.14825,0.152304,0
24.84,0.017489,0.991236,0.232644,4
23.01,0.00684,1.000209,0.261728,3
21.41,0.025461,0.884756,1.269542,2
23.56,0.022637,0.915407,0.203236,4
22.76,0.005919,1.012665,0.220921,3
20.7,0.004591,0.230163,0.210155,0
22.56,0.004453,0.732053,0.244033,3
24.02,0.005711,1.092409,0.214862,3
22.45,0.006466,0.219415,0.224147,0
23.32,0.005304,0.61055,0.269583,3
20.92,0.031767,1.00754,0.815592,2
21.78,0.003153,0.233314,0.221189,0
22.83,0.003282,3.467995,2.575118,1
21.99,0.005351,2.449709,4.269201,1
22.08,0.023449,0.744216,1.498208,2
21.07,0.006853,0.185435,0.173938,0
20.97,0.003373,0.293096,0.14855,0
20.51,0.006883,3.673913,3.374678,1
24.93,0.005059,0.650079,0.14916,3
25.25,0.005049,0.986935,0.192683,3
23.12,0.04899,0.774695,1.316607,2
23.27,0.006113,0.711688,0.23883,3
22.16,0.029258,1.383032,1.545172,2
25.88,0.017728,0.867946,0.146602,4
20.42,0.004832,0.315661,0.206963,0
22.14,0.005049,2.617949,2.209123,1
23.22,0.042418,1.485846,1.995856,2
21.45,0.030113,0.638407,1.995152,2
23.17,0.005623,1.266997,5.866516,1
25.13,0.010177,0.726024,0.205565,4
24.1,0.029746,1.274618,1.276893,2
25.91,0.029712,0.522678,0.264624,4
23.86,0.005177,0.910325,0.21835,3
21.98,0.005878,3.391911,5.179781,1
22.74,0.045222,1.239213,1.196199,2
21.18,0.006451,2.169589,2.817118,1
21.06,0.004376,0.244848,0.190722,0
22.86,0.021404,0.552223,0.923111,2
22.47,0.00535,0.804704,0.183682,3
25.64,0.010597,0.520894,0.179906,4
22.94,0.003919,2.993222,3.47936,1
24.71,0.006243,1.022768,0.240785,3
22.93,0.010933,0.536949,0.18086,4
26.24,0.027592,0.781567,0.170477,4
22.41,0.021062,1.005582,1.594645,2
23.89,0.025682,0.820488,0.205547,4
24.19,0.006368,1.021021,0.134523,3
23.0,0.005765,0.217656,0.199174,0
23.85,0.006483,1.042863,0.235076,3
24.26,0.015238,0.548643,0.176554,4
23.33,0.004774,1.765736,4.301539,1
23.11,0.045626,0.794653,1.332962,2
27.08,0.024681,0.997805,0.19738,4
24.04,0.004209,0.791456,0.226807,3
26.92,0.029184,0.945174,0.220369,4
23.55,0.013963,0.910023,0.148036,4
24.18,0.011972,0.68485,0.276357,4
21.41,0.002181,0.634453,0.183818,3
21.73,0.003188,0.163373,0.164312,0
24.26,0.016262,0.783749,0.161749,4
21.05,0.04625,0.573675,1.009371,2
22.63,0.006436,0.201281,0.173099,0
22.69,0.004018,2.080356,4.579446,1
21.06,0.004539,0.745706,0.214744,3
25.94,0.010379,0.873685,0.255877,4
25.64,0.016985,0.717645,0.175898,4
23.62,0.002469,0.860108,0.214601,3
22.75,0.003594,0.088916,0.175999,0
24.24,0.007011,0.921188,0.135962,3
24.93,0.019514,0.531637,0.236466,4
20.79,0.005403,0.213262,0.184988,0
24.86,0.004854,1.029678,0.194972,3
21.96,0.004813,0.71681,0.251986,3
21.67,0.005652,2.234362,5.758552,1
22.75,0.004094,0.216305,0.179147,0
26.49,0.027421,0.693462,0.233054,4
20.85,0.00565,0.209753,0.213906,0
23.13,0.042904,0.998965,1.365227,2
25.13,0.020117,0.773716,0.175663,4
22.41,0.003823,0.158539,0.249104,0
21.57,0.030061,0.752154,1.891904,2
24.11,0.004213,0.998044,0.261267,3
21.16,0.004929,0.192004,0.149063,0
23.57,0.005289,0.695786,0.195232,3
22.87,0.007242,2.541136,4.104095,1
23.94,0.018823,0.564233,0.226777,4
25.31,0.019183,0.938298,0.26441,4
20.89,0.004055,2.960868,3.448263,1
23.57,0.03943,1.461979,1.187955,2
21.05,0.042576,0.752764,1.220727,2
21.64,0.005501,1.359702,3.422973,1
25.62,0.017045,0.680813,0.161603,4
24.07,0.005094,0.687954,0.265306,3
22.43,0.003545,0.255762,0.158636,0
25.22,0.020209,0.738878,0.196694,4
23.76,0.004052,0.179617,0.210803,0
20.4,0.005131,2.249468,2.865843,1
24.26,0.005931,0.861585,0.203169,3
25.44,0.018032,0.980749,0.145429,4
25.65,0.022004,0.649579,0.213794,4
21.98,0.005199,3.894445,5.940058,1
20.52,0.00572,2.738986,5.396828,1
27.15,0.015287,0.530834,0.161179,4
22.09,0.020494,0.979551,1.330334,2
24.54,0.004775,0.871531,0.124906,3
22.9,0.003898,0.186031,0.098584,0
23.27,0.004828,1.079234,2.808239,1
20.71,0.002733,1.737191,4.989946,1
24.28,0.01594,0.739845,0.121601,4
23.69,0.004998,0.647069,0.196052,3
23.53,0.005105,1.951474,5.382013,1
22.45,0.003306,0.24191,0.205415,0
20.7,0.029603,1.188577,1.322556,2
23.22,0.004539,2.450288,4.32821,1
20.58,0.005129,2.017966,5.230056,1
26.3,0.021096,0.720335,0.165412,4
22.58,0.005009,0.957731,0.206434,3
26.64,0.027505,0.81886,0.215855,4
24.5,0.006014,3.766415,4.151195,1
23.12,0.046313,0.649016,1.844798,2
22.97,0.026668,0.915286,1.056597,2
23.05,0.04046,1.23178,1.686714,2
20.11,0.003916,3.162123,4.33937,1
21.84,0.005829,1.023937,0.157641,3
24.98,0.006746,0.954895,0.183155,3
24.01,0.026803,0.527248,1.28732,2
26.92,0.022231,0.842781,0.156823,4
24.39,0.004744,0.996448,0.2057,3
25.55,0.017749,0.939572,0.224067,4
25.11,0.015213,0.558479,0.167212,4
24.83,0.004499,0.751572,0.242645,3
25.18,0.007529,1.149957,0.279866,3
25.66,0.016232,0.670907,0.184642,4
21.81,0.04579,1.317755,1.51369,2
21.5,0.004519,2.314502,5.464484,1
26.14,0.027579,0.511838,0.21926,4
22.36,0.021785,1.318134,1.832686,2
19.02,0.039013,0.954223,1.577233,2
24.91,0.004625,1.198992,0.225493,3
21.31,0.03699,0.654133,1.583125,2
21.33,0.048064,1.354313,0.801423,2
25.86,0.02148,0.66637,0.194913,4
25.95,0.011442,0.660199,0.077656,4
21.47,0.00438,0.188295,0.195674,0
21.13,0.00408,3.806888,3.976405,1
22.6,0.039206,0.6035,1.671584,2
25.72,0.018596,0.706028,0.169867,4
21.79,0.004243,1.893429,5.882216,1
19.89,0.002584,1.515056,3.408386,1
27.21,0.014124,0.708929,0.239368,4
